Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant,algorithme,random_forest_confidence,gradient_boosting_confidence
2022,7476,56,56126,Marzan,9/5/22 18:25,800,0,,800,,,800,0,0,0,Estimées,,,,,,,Accidentelle,0,0.173913043,0.29803623545777536,0.22570255694792477
2023,6203,30,30220,Roquedur,2/5/23 17:34,233,233,0,0,0,0,,,,,Mesurées,2,Non,,,,,Involontaire (particulier),0,0.609375,0.31801727913827904,0.29968636766709916
2023,12556,2B,2B250,Prunelli-di-Casacconi,12/2/23 14:46,15000,10000,5000,0,0,0,,,,,Estimées,2,Non,,,,,Malveillance,1,0.764705882,0.3892840320944334,0.778120879
2023,20891,30,30141,Laudun-l'Ardoise,8/10/23 13:00,7744,7744,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.418604651,0.3131075721926306,0.28884692
2023,581,7,7081,Dompnac,2/13/23 13:54,15000,15000,0,0,0,0,,,,,Estimées,3,Non,,,,,Involontaire (travaux),0,0.298701299,0.30927520744114295,0.217407522
2023,11389,2B,2B039,Bisinchi,11/5/23 15:21,55,0,55,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.435483871,0.4426859645869904,0.7290943298366369
2022,17474,30,30343,Verfeuil,7/28/22 12:28,82,82,,,,,,,,,,2,,,,,,Malveillance,1,0.196078431,0.3170979656632603,0.21493347066694746
2023,14849,27,27678,Les Ventes,6/15/23 8:17,1,1,,0,0,0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Accidentelle,0,0.082474227,0.31249774074897557,0.15570742350178446
2024,20979,2B,2B124,Ghisoni,7/22/24 10:41,85000,0,85000,0,0,0,,,,,Estimées,1,Non,,,,,Naturelle,0,0.660377358,0.3738427333194902,0.7619481023119873
2023,5027,13,13106,Septèmes-les-Vallons,7/17/23 0:40,500,500,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.404761905,0.3071818965259002,0.22333653905426157
2023,8555,13,13059,Meyrargues,8/12/23 1:25,10,10,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.166666667,0.32048132579836425,0.20911477439876633
2023,11385,2B,2B039,Bisinchi,10/31/23 12:17,5000,0,5000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.738095238,0.4624372652824272,0.778120879
2023,19887,33,33042,Belin-Béliet,6/6/23 13:51,150,150,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.103448276,0.23725850117176855,0.20906022213983833
2023,4824,13,13022,Cassis,6/11/23 15:39,20,20,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.304347826,0.2978308653726343,0.1683303100872087
2023,1847,2B,2B039,Bisinchi,4/29/23 16:14,3500,0,3500,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.736842105,0.4434189800179963,0.7683278364582558
2022,18683,66,66003,Amélie-les-Bains-Palalda,8/2/22 8:42,71,71,,,,,,,,,,5,,,,,,Malveillance,1,0.272727273,0.35202745248551603,0.3082197520628117
2022,17702,34,34321,Valergues,7/26/22 18:09,3863,,3863,,,,,,,,,1,,,,,,Malveillance,1,0.727272727,0.3510105402450436,0.46716847005588513
2022,20996,11,11262,Narbonne,11/10/22 16:26,5000,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.056338028,0.3136704201534329,0.2455564482412517
2022,7236,61,61440,Saint-Ouen-sur-Iton,7/25/22 18:03,100000,0,,100000,,,100000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.984,0.5806369264963906,0.9349427363494681
2022,5358,82,82048,Dieupentale,9/5/22 16:12,4000,0,,4000,,,4000,0,0,0,Estimées,,,,,,Données partielles ou non valides,Accidentelle,0,0.333333333,0.34159324248336914,0.22570255694792477
2023,1316,13,13039,Fos-sur-Mer,3/26/23 10:51,50,50,,,,,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.12,0.2967208592032783,0.2084849432347724
2022,10633,24,24294,Montpon-Ménestérol,8/3/22 20:16,5000,5000,,0,,,0,0,0,0,Estimées,,Non,,,,,Malveillance,1,0,0.33950535041253643,0.6684196277644766
2022,21737,6,6074,Lantosque,2/23/22 13:21,2500,,,,,,,,,,,1,,,,,,Malveillance,1,0.307692308,0.32144019585927963,0.2455564482412517
2022,21677,2A,2A247,Porto-Vecchio,6/11/22 15:31,1418,,1418,,,,,,,,,,,,,,,Malveillance,1,0.2,0.32321512406755515,0.27884340412605285
2023,7028,4,4068,Dauphin,8/5/23 22:26,10,10,0,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.217391304,0.28844497417564957,0.11679339800126215
2023,8300,13,13055,Marseille,8/21/23 18:18,200,0,200,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.484848485,0.31457119957724755,0.3759872134702492
2022,3300,35,35211,Paimpont,7/10/22 9:12,10000,10000,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0,0.28650188224275214,0.20737967036144594
2023,1854,29,29232,Quimper,4/10/23 4:08,5,5,,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.153846154,0.30378473062258415,0.14978271719696953
2024,26925,24,24137,Coulaures,7/26/24 9:09,100,100,,0,0,0,,,,,Estimées,,Non,0,0,0,,Accidentelle,0,0.387096774,0.237312567,0.18830755578499972
2023,17352,40,40313,Tartas,9/25/23 16:26,20,20,,0,0,0,,,,,Estimées,,Non,0,0,0,,Accidentelle,0,0.21875,0.21592866781007353,0.11924301176903504
2023,21885,83,83028,Callas,12/12/23 20:39,1,0,1,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.320754717,0.2439033051116381,0.14478935016814082
2023,1373,2B,2B252,Pruno,4/1/23 7:37,10000,10000,0,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.139534884,0.3469673634064395,0.7683278364582558
2023,1230,6,6088,Nice,4/1/23 3:11,46900,46400,0,460,0,40,,,,,Mesurées,4,Non,,,,,Involontaire (particulier),0,0.4375,0.31879907922217304,0.2775099672259729
2022,11950,33,33514,Soulac-sur-Mer,8/5/22 6:33,3000,3000,,0,,,0,0,0,0,Estimées,,Non,,,,,Malveillance,1,0.037735849,0.3153210721948907,0.5219312862858281
2022,18222,30,30295,Saint-Quentin-la-Poterie,7/24/22 16:37,512700,302700,,,,,,,,210000,,4,,,,,,Malveillance,1,0.464788732,0.31123331993637854,0.2455564482412517
2022,15194,13,13033,Ensuès-la-Redonne,6/4/22 19:08,7,7,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.039215686,0.31134744254949753,0.16743286321944453
2023,10077,13,13056,Martigues,9/30/23 20:02,2000,2000,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.288888889,0.3293073836824515,0.42196410069853574
2023,7011,6,6023,Breil-sur-Roya,7/25/23 12:04,2000,0,2000,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.456790123,0.32324272717291286,0.2363522138126976
2023,14670,66,66100,Llo,10/18/23 13:36,571,571,0,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.278688525,0.3223454973438847,0.4770281756674553
2023,11374,2B,2B286,Sorbo-Ocagnano,10/28/23 10:26,52000,12000,35000,5000,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.802325581,0.3836934547669326,0.778120879
2022,18853,13,13002,Allauch,7/3/22 1:59,3000,3000,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.318181818,0.3171021270074186,0.2455564482412517
2024,21810,26,26321,Saint-Nazaire-le-Désert,8/15/24 16:18,20,0,20,0,0,0,,,,,Estimées,4,Non,,,,,Naturelle,0,0.117021277,0.3008287603346069,0.17133966332215447
2023,10783,2B,2B229,Pietroso,10/15/23 8:20,100,0,100,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.838709677,0.3743011672606025,0.7554387470739476
2023,21383,83,83143,Le Val,1/31/23 15:49,500,0,500,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.126984127,0.24908620314923055,0.2025415492891806
2023,21558,83,83027,La Cadière-d'Azur,4/27/23 14:11,50,0,50,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.112903226,0.252602727,0.16538814853641645
2023,9378,6,6144,La Tour,9/15/23 7:39,11300,900,0,10400,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.183098592,0.3024798342793502,0.22706079406440566
2023,19910,33,33203,Hourtin,6/17/23 20:09,50,50,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.052631579,0.239684299,0.17096742167622614
2023,21981,24,24277,Monfaucon,2/15/23 11:47,10000,10000,,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.25,0.2994228648859977,0.2167109858297782
2022,10858,40,40015,Arx,10/7/22 18:31,20,20,,0,,,0,,,0,Estimées,,Non,,,,,Involontaire (travaux),0,0,0.2577692571290481,0.12962088249866055
2023,1545,34,34194,Paulhan,4/6/23 17:28,5597,0,5597,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.260869565,0.37028467165870005,0.5262458899090219
2024,20275,6,6132,Saorge,7/14/24 14:14,500,0,500,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.012987013,0.30606726228373937,0.22706079406440566
2024,20664,11,11148,Fontcouverte,3/29/24 17:19,100,0,100,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.048780488,0.3334989955379808,0.5786292402536829
2023,22636,32,32079,Castelnau d'Auzan Labarrère,4/9/23 19:17,30000,30000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.267605634,0.2994228648859977,0.23425802718726743
2022,18213,7,7002,Ailhon,8/14/22 1:55,10000,,10000,,,,,,,,,1,,,,,,Accidentelle,0,0.179104478,0.32660764136550635,0.27884340412605285
2023,19821,33,33233,Laruscade,3/6/23 22:52,200,200,,0,0,0,,,,,Estimées,,Non,0,0,0,,Malveillance,1,0.107142857,0.2357483619494613,0.20906022213983833
2023,1861,2B,2B135,Isolaccio-di-Fiumorbo,5/7/23 14:53,200,0,200,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.209302326,0.3535996858420092,0.7683278364582558
2022,15296,13,13056,Martigues,6/9/22 4:04,3500,3500,,,,,,,,,,1,,,,,,Accidentelle,0,0.0625,0.31378681287690624,0.3690770091344836
2022,15732,6,6117,Saint-Blaise,6/24/22 14:57,20,,20,,,,,,,,,,,,,,,Naturelle,0,0.053097345,0.30577423917527796,0.1845097535160499
2022,17377,2B,2B049,Calenzana,7/19/22 15:25,24000,,24000,,,,,,,,,1,,,,,,Accidentelle,0,0.368421053,0.3790897480251789,0.8219369220065635
2023,7718,7,7281,Saint-Péray,8/3/23 15:58,100,0,100,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.191489362,0.31918159438430593,0.37932168659817805
2022,16011,11,11148,Fontcouverte,5/23/22 7:12,500,,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.233333333,0.3207341677387517,0.5249302977495787
2023,13092,74,74281,Thonon-les-Bains,5/23/23 2:30,1,1,,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.095238095,0.2980386244839552,0.16671087070382973
2023,8264,11,11024,Bages,8/30/23 5:45,60,0,60,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.339622642,0.31645682618077303,0.23353099870954216
2023,6831,34,34013,Aspiran,7/27/23 13:39,55997,0,55997,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.609756098,0.3527667672195053,0.4924752707354903
2023,14302,66,66231,Vingrau,5/26/23 21:33,1580,0,1580,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.380952381,0.3154184573437272,0.37286721156725416
2023,22137,24,24034,Beleymas,9/11/23 19:33,3500,3500,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.074074074,0.236005658,0.2009703967090926
2023,19873,33,33202,Hostens,5/26/23 14:49,2000,2000,,0,0,0,,,,,Estimées,,Non,0,0,0,,Naturelle,0,0.119047619,0.23622908940706266,0.20906022213983833
2022,15286,13,13117,Vitrolles,6/9/22 17:04,4,,,,,,,,,4,,1,,,,,,Involontaire (travaux),0,0.044776119,0.3044813443480992,0.16743286321944453
2023,489,2B,2B314,Santo-Pietro-di-Tenda,2/8/23 11:37,40,0,40,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.833333333,0.38393813715387204,0.717921841
2022,8114,38,38515,Trept,8/12/22 4:46,4000,0,,4000,,,4000,0,0,0,Estimées,,,,,,,Malveillance,1,0.409090909,0.2987138779415189,0.22570255694792477
2023,19843,33,33320,Petit-Palais-et-Cornemps,4/8/23 11:17,200,200,,0,0,0,,,,,Estimées,,Non,0,0,0,,Malveillance,1,0.090909091,0.2357483619494613,0.20906022213983833
2023,9390,11,11148,Fontcouverte,9/5/23 22:41,3522,3522,0,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.218181818,0.33271972294376106,0.5796329281328108
2022,17215,48,48022,,7/20/22 16:00,120000,,120000,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.328767123,0.32100541262051935,0.11826197881634563
2023,17656,976,97610,Koungou,9/21/23 11:00,90000,90000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.327586207,0.2994228648859977,0.2167109858297782
2024,20141,13,13001,Aix-en-Provence,6/10/24 16:14,130,130,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (travaux),0,0.35,0.29073611627372115,0.22706079406440566
2022,13420,4,4208,Simiane-la-Rotonde,3/7/22 12:59,7900,7900,,,,,,,,,,5,,,,,,Involontaire (particulier),0,0.142857143,0.30545773970957224,0.14597731413109927
2024,22218,971,97122,Port-Louis,3/21/24 15:00,71400,7000,,64400,0,0,,,,,Mesurées,,Non,,,,Données partielles ou non valides,Malveillance,1,0.234693878,0.3208553930777473,0.27433799611627036
2022,21566,84,84014,Beaumont-de-Pertuis,8/11/22 16:56,800,,800,,,,,,,,,2,,,,,,Naturelle,0,0.372727273,0.3290831951164946,0.27884340412605285
2022,14808,34,34202,Pignan,5/15/22 16:27,2500,2500,,,,,,,,,,1,,,,,,Malveillance,1,0.172413793,0.33706167739536275,0.3924884650822293
2023,3688,11,11262,Narbonne,1/31/23 20:15,30,0,30,0,0,0,,,,,Mesurées,,Non,,,,,Malveillance,1,0.150684932,0.3135839305932165,0.18351262982944677
2022,17274,34,34281,Saint-Pargoire,7/12/22 18:13,1969,1969,,,,,,,,,,1,,,,,,Malveillance,1,0.230769231,0.3439139511873443,0.424637845
2022,20976,26,26236,Pierrelongue,7/15/22 15:18,300,300,,,,,,,,,,5,,,,,,Malveillance,1,0.298245614,0.31698272872174044,0.2455564482412517
2023,7897,2A,2A271,Sarrola-Carcopino,8/25/23 12:10,37000,7000,30000,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.638888889,0.32764914939068107,0.29968636766709916
2022,15844,2B,2B185,Oletta,6/23/22 16:04,30000,,30000,,,,,,,,,,,,,,,Malveillance,1,0.513888889,0.40597358529073985,0.8219369220065635
2022,11280,64,64113,Bergouey-Viellenave,9/4/22 12:02,5,5,,,,,,,,,Estimées,,Non,,,,,Malveillance,1,0.470588235,0.303985953,0.15570742350178446
2022,18983,6,6103,Roquebillière,2/13/22 15:09,13000,3000,10000,,,,,,,,,1,,,,,,Malveillance,1,0.545454545,0.3285367849169789,0.27884340412605285
2023,21737,83,83004,Les Arcs,8/7/23 16:35,4520,0,4520,0,0,0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Involontaire (particulier),0,0.090909091,0.3151773870066389,0.21837156462060267
2022,16357,66,66136,Perpignan,7/1/22 14:39,10000,,,,,,,,,10000,,6,,,,,,Involontaire (travaux),0,0.717948718,0.3608665202728225,0.4788234333175916
2022,18729,2B,2B007,Albertacce,9/1/22 20:20,12000,,,,,,,,,,,,,,,,,Naturelle,0,0.545454545,0.3625086583282724,0.7800433018602837
2022,14407,83,83121,Salernes,2/25/22 20:06,500,500,,,,,,,,,,4,,,,,,Involontaire (particulier),0,0.142857143,0.3109833251826649,0.23637587615036973
2022,17477,2B,2B341,Venaco,7/28/22 13:37,300900,190000,110900,,,,,,,,,2,,,,,,Malveillance,1,0.636363636,0.37798774741964225,0.8219369220065635
2023,7158,2B,2B039,Bisinchi,8/10/23 17:42,500,0,500,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.775,0.446247139,0.7870020325795886
2022,18268,2A,2A232,Pila-Canale,8/11/22 15:14,1,1,,,,,,,,,,3,,,,,,Naturelle,0,0.078651685,0.31432306427671786,0.16743286321944453
2023,812,34,34144,Lunas,2/13/23 13:16,20216,0,20216,,,,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.166666667,0.39184872428211953,0.562219119
2024,28040,84,84130,Suzette,7/22/24 16:41,20,20,0,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.23880597,0.2930245786936671,0.17798626236455534
2024,22874,13,13026,Châteauneuf-les-Martigues,8/6/24 10:50,20,20,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.310810811,0.29746639446697193,0.21721786280730168
2023,7089,13,13028,La Ciotat,8/8/23 18:45,50,50,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.257575758,0.3025960612111248,0.20317504525917895
2023,21694,83,83038,Châteaudouble,7/26/23 23:00,11,11,0,0,0,0,,,,,Estimées,,Non,,,,Données partielles ou non valides,Involontaire (particulier),0,0.12987013,0.3021051525027196,0.15699424428585895
2022,80,43,43136,Monistrol-d'Allier,3/24/22 12:11,20800,13800,,7000,,,7000,0,0,0,Mesurées,,,,,,,Involontaire (particulier),0,0.058479532,0.27835810949276185,0.23139960679859778
2022,18686,66,66003,Amélie-les-Bains-Palalda,8/2/22 8:44,89,89,,,,,,,,,,5,,,,,,Malveillance,1,0.46875,0.35202745248551603,0.3635184728395119
2023,7918,2B,2B185,Oletta,8/27/23 13:10,50,0,50,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.296296296,0.4289233541872679,0.7286587219539035
2023,5619,34,34101,Florensac,7/10/23 16:02,1339,0,1339,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.289473684,0.3571106748093031,0.4924752707354903
2022,7192,61,61203,Héloup,8/6/22 13:08,5000,0,,5000,,,5000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.961165049,0.5862797472344731,0.9349427363494681
2022,20004,13,13077,Port-de-Bouc,11/6/22 13:41,300,300,,,,,,,,,,1,,,,,,Malveillance,1,0.357142857,0.31270608740345823,0.2455564482412517
2024,25926,13,13063,Miramas,10/18/24 20:35,50,50,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.278688525,0.3323217960400129,0.550967495
2022,7325,61,61002,Almenêches,6/12/22 15:17,100000,0,,100000,,,100000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.961538462,0.5746688980772077,0.9349427363494681
2022,16552,34,34080,Colombières-sur-Orb,7/8/22 10:34,111,,111,,,,,,,,,1,,,,,,Malveillance,1,0.1,0.34874389462406824,0.4826963270387046
2023,707,2B,2B281,Sisco,2/24/23 7:35,2300,0,2300,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.784313725,0.3627530759999393,0.7683278364582558
2022,15579,13,13088,Le Rove,6/10/22 15:23,500,500,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.333333333,0.3171021270074186,0.2455564482412517
2023,7022,6,6083,Menton,8/1/23 14:53,200,0,200,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.014705882,0.3135922311814771,0.2363522138126976
2023,22127,24,24200,Grand-Brassac,9/9/23 7:01,100,100,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0,0.23265523567535862,0.17342291039047814
2022,19700,13,13039,Fos-sur-Mer,9/18/22 15:52,300,300,,,,,,,,,,1,,,,,,Malveillance,1,0.509433962,0.31270608740345823,0.2455564482412517
2023,3194,34,34095,Fabrègues,5/29/23 18:29,27,27,0,0,0,0,,,,,Mesurées,4,Non,,,,,Naturelle,0,0.133333333,0.3406974579623819,0.37218609961372623
2023,7468,2B,2B055,Campitello,8/19/23 15:31,30000,0,30000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.657142857,0.38215341920034196,0.7870020325795886
2023,15621,38,38244,Monsteroux-Milieu,8/24/23 16:18,50,50,,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.044776119,0.29423996684840525,0.17753705375686643
2022,15655,48,48195,,3/24/22 11:57,40000,,40000,,,,,,,,,3,,,,,,Involontaire (particulier),0,0.037037037,0.31568163579106345,0.11826197881634563
2023,11188,11,11001,Aigues-Vives,10/16/23 16:00,4000,0,4000,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.128205128,0.32118969261570923,0.28884692
2023,1195,15,15027,Puycapel,3/5/23 17:04,250,250,,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.375,0.30934277224333107,0.23139960679859778
2022,20624,66,66127,Opoul-Périllos,11/10/22 18:00,300,,300,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.8,0.3559554975446559,0.4969202637111826
2024,19628,74,74244,Saint-Laurent,4/26/24 11:11,10,10,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.067567568,0.29289910225052224,0.15570742350178446
2023,3178,34,34063,Caux,6/3/23 16:01,784,0,784,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.261904762,0.3642021444907008,0.47411192153800674
2022,16051,66,66127,Opoul-Périllos,6/28/22 11:26,9419300,1990200,5526100,,,,,,,1903000,,1,,,,,,Malveillance,1,0.588888889,0.34537231422384534,0.5218587284670951
2024,21808,48,48152,Ventalon en Cévennes,8/14/24 19:00,1000,1000,0,0,0,0,,,,,Mesurées,1,,,,,Données partielles ou non valides,Naturelle,0,0.149122807,0.3382613375792017,0.1234911234633029
2022,7233,61,61067,Bures,7/26/22 14:35,3000,0,,3000,,,3000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.989010989,0.5531698668122075,0.9349427363494681
2022,10699,24,24511,Saint-Vincent-Jalmoutiers,9/17/22 2:09,1500,1500,,0,,,0,,,,Estimées,,Non,,,,,Malveillance,1,0.159090909,0.3046233439399179,0.2167109858297782
2024,27200,2A,2A198,Ota,9/5/24 7:49,800,0,800,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.319148936,0.31200675061613564,0.24518354128000344
2022,16825,6,6111,Roure,7/11/22 12:18,2000,500,1500,,,,,,,,,4,,,,,,Naturelle,0,0.138613861,0.32375795190774775,0.27884340412605285
2024,21229,13,13073,Peypin,7/8/24 18:44,70,70,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.487179487,0.3060312281098021,0.2339257911655679
2022,7933,38,38515,Trept,9/4/22 11:45,500,0,,500,,,500,0,0,0,Estimées,,,,,,,Malveillance,1,0.442307692,0.29721607735500855,0.22570255694792477
2023,4719,13,13049,Lamanon,4/21/23 17:30,100,100,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.072463768,0.30269430998452473,0.19658842854868439
2022,8178,38,38242,Monestier-de-Clermont,8/4/22 15:19,1000,1000,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.3,0.29373824308880303,0.22570255694792477
2022,7186,61,61061,Bretoncelles,8/7/22 16:04,10000,0,,10000,,,10000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.973214286,0.5523885690521427,0.9349427363494681
2024,22818,13,13079,Puyloubier,8/12/24 9:51,200,200,0,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.142857143,0.3077313769672622,0.30992375228871355
2024,22785,66,66207,Terrats,8/26/24 22:26,10000,0,10000,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.291666667,0.3153050425510585,0.45245333359467066
2023,8566,13,13112,Velaux,8/18/23 15:00,11200,0,7700,3500,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.52238806,0.3392839627589696,0.29968636766709916
2022,19166,84,84133,La Tour-d'Aigues,3/24/22 12:36,3500,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.263157895,0.31918752968045594,0.2455564482412517
2023,3949,34,34213,Poussan,6/21/23 15:51,93959,0,93959,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.348837209,0.3571106748093031,0.47411192153800674
2024,28555,30,30349,Vic-le-Fesq,9/2/24 17:24,3777,3777,,,,,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.093333333,0.30580806679746514,0.27433799611627036
2022,7977,38,38545,Vif,8/11/22 14:00,165800,165800,,0,,,0,0,0,0,Mesurées,,,,,,,Malveillance,1,0.118644068,0.30762289924450115,0.2648249788936817
2022,9199,38,38212,Livet-et-Gavet,7/19/22 11:41,100,0,,100,,,100,0,0,0,Estimées,,,,,,,Accidentelle,0,0,0.29391076928380633,0.1875122344349059
2022,15221,13,13106,Septèmes-les-Vallons,4/15/22 23:20,800,800,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.065217391,0.3171021270074186,0.2455564482412517
2023,14653,66,66078,Fillols,10/9/23 14:33,4,4,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.163265306,0.30871216566774773,0.26283539188806065
2022,3382,15,15008,Antignac,8/11/22 0:15,10000,10000,,0,,,0,0,0,0,Estimées,,,,,,,Malveillance,1,0.170212766,0.28419444098948843,0.20737967036144594
2023,8553,13,13062,Mimet,8/12/23 18:51,5,5,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.2,0.3090087030295897,0.20911477439876633
2024,20122,13,13071,Les Pennes-Mirabeau,4/22/24 15:20,200,200,0,0,0,0,,,,,Estimées,1,Non,,,,,Accidentelle,0,0.021052632,0.28995741515732165,0.22706079406440566
2022,18417,34,34019,Avène,8/7/22 16:51,362900,362900,,,,,,,,,,1,,,,,,Accidentelle,0,0.203389831,0.3439139511873443,0.424637845
2024,28349,30,30137,Lamelouze,4/13/24 17:40,1000,1000,,,,,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.065217391,0.2980020035349559,0.23425802718726743
2022,16005,11,11170,Gruissan,5/10/22 12:55,1,,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.188679245,0.3071596599246747,0.15998565891296343
2023,8652,26,26179,Mercurol-Veaunes,8/14/23 17:27,1000,800,0,200,0,0,,,,,Estimées,2,Non,,,,,Accidentelle,0,0.138461538,0.32676366139927376,0.2363522138126976
2024,27215,2A,2A362,Zonza,2/17/24 14:21,500,0,500,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.103448276,0.31745422636064413,0.30992375228871355
